# time_s,speed_mps,steer_rad
0.100503,0,0
0.200942,0,0
0.301396,0,0
0.401811,0,0
0.502231,0,0
0.602638,0,0
0.703021,0,0
0.803388,0,0
0.903787,0,0
1.00427,0,0
1.10471,0,0
1.2051,0,0
1.3055,0,0
1.40592,0,0
1.50634,0,0
1.60679,0,0
1.70723,0,0
1.80766,0,0
1.90804,0,0
2.00847,0,0
2.10887,0,0
2.20928,0,0
2.30965,0,0
2.41006,0,0
2.51048,0,0
2.61108,0,0
2.71152,0,0
2.81193,0,0
2.91234,0,0
3.01285,0,0
3.11323,0,0
3.21358,0,0
3.31398,0,0
3.41443,0,0
3.51487,0,0
3.61532,0,0
3.71584,0,0
3.81625,0,0
3.91663,0,0
4.01698,0,0
4.11739,0,0
4.21775,0,0
4.31822,0,0
4.41872,0,0
4.51906,0,0
4.61953,0,0
4.71997,0,0
4.82044,0,0
4.92612,0,0
5.02663,0,0
5.12708,0,0
5.22746,0,0
5.32789,0,0
5.42829,0,0
5.52868,0,0
5.62911,0,0
5.70572,0.5,0
5.8062,0.5,0
5.90661,0.5,0
6.007,0.5,0
6.10742,0.5,0
6.20778,0.5,0
6.30821,0.5,0
6.40866,0.5,0
6.5091,0.5,0
6.60959,0.5,0
6.71002,0.5,0
6.81049,0.5,0
6.91094,0.5,0
7.02828,0.5,0
7.12873,0.5,0
7.2292,0.5,0
7.32959,0.5,0
7.43013,0.5,0
7.53054,0.5,0
7.63099,0.5,0
7.73141,1,0
7.83183,1,0
7.93229,1,0
8.03281,1,0
8.13332,1,0
8.24024,1,-0.113333
8.34077,1,-0.0933333
8.44121,1,-0.0733333
8.50688,1.5,-0.0508333
8.60731,1.5,-0.0283333
8.70773,1.5,-0.00583333
8.80815,1.5,0
8.90856,1.5,0
8.94173,1.5,0.114286
9.04221,1.5,0.0917857
9.14267,1.5,0.0692857
9.1793,2,0.0442857
9.27973,2,0.0192857
9.32494,2.5,0
9.4254,2.5,0
9.52581,2.5,0
9.60079,2.5,-0.0888889
9.7012,2.5,-0.0613889
9.80167,2.5,-0.0338889
9.91495,3,0
9.96311,3.5,0
10.0636,3.5,0
10.164,3.5,0
10.2645,3.5,0
10.3651,3.5,0
10.3977,4,0
10.4982,4,0
10.568,4.5,0
10.6698,4.5,0
10.7213,5,0
10.8218,5,0
10.8674,5.5,0
10.9678,5.5,0
11.0683,5.5,0
11.1687,5.5,0
11.269,5.5,0
11.3695,5.5,0
11.4698,5.5,0
11.5703,5.5,0
11.6708,5.5,0
11.7713,5.5,0
11.8503,5.5,-0.0533333
11.9508,5.5,-0.0108333
12.0511,5.5,0
12.1514,5.5,0
12.2518,5.5,0
12.3521,5.5,0
12.4526,5.5,0
12.5529,5.5,0
12.5914,5.5,-0.0533333
12.6918,5.5,-0.0108333
12.7922,5.5,0
12.8926,5.5,0
12.993,5.5,0
13.0933,5.5,0
13.1206,5.5,-0.0533333
13.2211,5.5,-0.0108333
13.3215,5.5,0
13.422,5.5,0
13.4503,5.5,-0.0533333
13.5507,5.5,-0.0108333
13.6511,5.5,0
13.7516,5.5,0
13.8521,5.5,0
13.9524,5.5,0
14.0527,5.5,0
14.1531,5.5,0
14.2534,5.5,0
14.3522,5.5,-0.0533333
14.4526,5.5,-0.0108333
14.5531,5.5,0
14.6535,5.5,0
14.7538,5.5,0
14.8542,5.5,0
14.9546,5.5,0
15.055,5.5,0
15.1555,5.5,0
15.2637,5.5,0.0108333
15.3641,5.5,0
15.4645,5.5,0
15.5649,5.5,0
15.6654,5.5,0
15.7658,5.5,0
15.8663,5.5,0
15.9667,5.5,0
16.0671,5.5,0
16.1675,5.5,0
16.268,5.5,0
16.3684,5.5,0
16.4688,5.5,0
16.5077,5.5,0.0533333
16.6081,5.5,0.0108333
16.7085,5.5,0
16.8089,5.5,0
16.9093,5.5,0
17,6,0
17.1004,6,0
17.2008,6,0
17.3013,6,0
17.4017,6,0
17.502,6,0
17.6024,6,0
17.7029,6,0
17.8033,6,0
17.9037,6,0
18.0041,6,0
18.1046,6,0
18.205,6,0
18.3054,6,0
18.4058,6,0
18.5062,6,0
18.6144,6,0.005
18.7149,6,0
18.8153,6,0
18.9157,6,0
18.9698,6,0.05
19.0702,6,0.005
19.1706,6,0
19.271,6,0
19.3715,6,0
19.4719,6,0
19.5723,6,0
19.6002,6,-0.05
19.7008,6,-0.005
19.8013,6,0
19.9017,6,0
20.0021,6,0
20.1026,6,0
20.2031,6,0
20.3035,6,0
20.4039,6,0
20.5043,6,0
20.5824,6,-0.05
20.6829,6,-0.005
20.7833,6,0
20.8837,6,0
20.9841,6,0
21.0845,6,0
21.1848,6,0
21.2852,6,0
21.3856,6,0
21.4839,0,0
21.5843,0,0
21.6058,0,0.2
21.7063,0,0.185
21.8068,0,0.17
21.9073,0,0.155
21.993,0,0.355
22.0934,0,0.34
22.1938,0,0.325
22.2943,0,0.31
22.3947,0,0.295
22.4788,0.5,0.2775
22.5792,0.5,0.26
22.6797,0.5,0.2425
22.7802,0.5,0.225
22.887,0.5,0.346136
22.9875,0.5,0.328636
23.0879,0.5,0.311136
23.1883,0.5,0.293636
23.2887,0.5,0.276136
23.389,0.5,0.258636
23.4249,0,0
23.5252,0,0
23.6255,0,0
23.7259,0,0
23.8264,0,0
23.9268,0,0
24.0272,0,0
24.1275,0,0
24.2279,0,0
24.3283,0,0
24.4288,0,0
24.5292,0,0
24.6296,0,0
24.73,0,0
24.8304,0,0
24.9309,0,0
25.0314,0,0
25.1319,0,0
25.2322,0,0
25.3326,0,0
25.433,0,0
25.5333,0,0
25.6337,0,0
25.7341,0,0
25.8346,0,0
25.935,0,0
26.0354,0,0
26.1358,0,0
26.2362,0,0
26.3366,0,0
26.437,0,0
26.5374,0,0
26.6379,0,0
26.7383,0,0
26.8387,0,0
26.9392,0,0
27.0396,0,0
27.14,0,0
27.2405,0,0
27.341,0,0
27.4414,0,0
27.5417,0,0
27.6422,0,0
27.7426,0,0
27.843,0,0
27.9435,0,0
28.0439,0,0
28.1444,0,0
28.2447,0,0
28.345,0,0
28.4454,0,0
28.5458,0,0
28.6462,0,0
28.7466,0,0
28.847,0,0
28.9474,0,0
29.0478,0,0
29.0773,0.5,0
29.1777,0.5,0
29.246,1,0
29.3464,1,0
29.3933,1.5,0
29.4938,1.5,0
29.5385,2,0
29.639,2,0
29.6941,2.5,0
29.7946,2.5,0
29.841,3,0
29.9414,3,0
30.0419,3,0
30.1423,3,0
30.2427,3,0
30.3431,3,0
30.4435,3,0
30.5439,3,0
30.6443,3,0
30.6686,3,0.08
30.7689,3,0.05
30.8694,3,0.02
30.9223,3.5,0
31.0227,3.5,0
31.0752,4,0
31.1757,4,0
31.236,4.5,0
31.3364,4.5,0
31.3854,4.5,-0.0615385
31.4858,4.5,-0.0240385
31.5863,4.5,0
31.6867,4.5,0
31.7871,4.5,0
31.8875,4.5,0
31.9879,4.5,0
32.0883,4.5,0
32.204,4.5,0.0240385
32.3044,4.5,0
32.4048,4.5,0
32.5052,4.5,0
32.6057,4.5,0
32.7061,4.5,0
32.8065,4.5,0
32.9069,4.5,0
33.0073,4.5,0
33.1079,4.5,0
33.2083,4.5,0
33.3087,4.5,0
33.4092,4.5,0
33.5096,4.5,0
33.61,4.5,0
33.7105,4.5,0
33.8109,4.5,0
33.9113,4.5,0
34.0117,4.5,0
34.1121,4.5,0
34.2125,4.5,0
34.313,4.5,0
34.4133,4.5,0
34.5137,4.5,0
34.6141,4.5,0
34.7145,4.5,0
34.8149,4.5,0
34.9153,4.5,0
35.0157,4.5,0
35.1161,4.5,0
35.2165,4.5,0
35.317,4.5,0
35.4174,4.5,0
35.5178,4.5,0
35.6181,4.5,0
35.7185,4.5,0
35.8189,4.5,0
35.9193,4.5,0
36.0198,4.5,0
36.1202,4.5,0
36.2206,4.5,0
36.3211,4.5,0
36.4216,4.5,0
36.5221,4.5,0
36.6225,4.5,0
36.7229,4.5,0
36.8233,4.5,0
36.9237,4.5,0
37.0242,4.5,0
37.1245,4.5,0
37.225,4.5,0
37.3255,4.5,0
37.4258,4.5,0
37.5262,4.5,0
37.6266,4.5,0
37.7271,4.5,0
37.8275,4.5,0
37.9279,4.5,0
38.0283,4.5,0
38.1288,4.5,0
38.2292,4.5,0
38.3296,4.5,0
38.43,4.5,0
38.5304,4.5,0
38.6308,4.5,0
38.7314,4.5,0
38.8319,4.5,0
38.9323,4.5,0
39.0327,4.5,0
39.1331,4.5,0
39.2335,4.5,0
39.334,4.5,0
39.4344,4.5,0
39.5347,4.5,0
39.6351,4.5,0
39.7354,4.5,0
39.8358,4.5,0
39.9362,4.5,0
40.0366,4.5,0
40.1371,4.5,0
40.2375,4.5,0
40.3379,4.5,0
40.4383,4.5,0
40.5387,4.5,0
40.6391,4.5,0
40.7396,4.5,0
40.84,4.5,0
40.9403,4.5,0
41.0408,4.5,0
41.1412,4.5,0
41.2416,4.5,0
41.342,4.5,0
41.4423,4.5,0
41.5427,4.5,0
41.6431,4.5,0
41.7557,5,0
41.8373,5,0.0571429
41.9377,5,0.0171429
42.0381,5,0
42.1386,5,0
42.1789,5,0.0571429
42.2793,5,0.0171429
42.3797,5,0
42.4801,5,0
42.5783,5,0.0571429
42.6787,5,0.0171429
42.7792,5,0
42.8955,5,0.0171429
42.9959,5,0
43.1091,0,0
43.2095,0,0
43.3099,0,0
43.4103,0,0
43.5108,0,0
43.5845,0.5,0
43.6848,0.5,0
43.753,0.5,0.16
43.8534,0.5,0.1425
43.954,0.5,0.125
44.0544,0.5,0.1075
44.1548,0.5,0.09
44.2552,0.5,0.0725
44.3556,0.5,0.055
44.4559,0.5,0.0375
44.5564,0.5,0.02
44.6568,0.5,0.0025
44.7572,0.5,0
44.8576,0.5,0
44.9581,0.5,0
45.0585,0.5,0
45.1589,0.5,0
45.2594,0.5,0
45.3598,0.5,0
45.4603,0.5,0
45.5607,0.5,0
45.6611,0.5,0
45.7251,0.5,0.16
45.8255,0.5,0.1425
45.926,0.5,0.125
46.0263,0.5,0.1075
46.1266,0.5,0.09
46.1904,0.5,0.25
46.2911,0.5,0.2325
46.3916,0.5,0.215
46.492,0.5,0.1975
46.5923,0.5,0.18
46.6865,0.5,0.34
46.7869,0.5,0.3225
46.8874,0.5,0.305
46.9879,0.5,0.2875
47.0882,0.5,0.27
47.1887,0.5,0.2525
47.2126,0.5,0.363636
47.313,0.5,0.346136
47.4134,0.5,0.328636
47.4379,0,0
47.5382,0,0
47.6386,0,0
47.739,0,0
47.8395,0,0
47.9402,0,0
48.0312,0.5,0
48.1316,0.5,0
48.232,0.5,0
48.3324,0.5,0
48.4329,0.5,0
48.5371,0.5,0.1425
48.6375,0.5,0.125
48.738,0.5,0.1075
48.8383,0.5,0.09
48.9052,0.5,0.25
49.0056,0.5,0.2325
49.1061,0.5,0.215
49.2241,0.5,0.346136
49.3246,0.5,0.328636
49.4249,0.5,0.311136
49.4956,0.5,0.363636
49.5512,1,0.333333
49.6516,1,0.313333
49.7519,1,0.293333
49.7995,1,0.16
49.8999,1,0.14
49.9603,1,0.00666667
50.0608,1,0
50.1612,1,0
50.2338,1,-0.133333
50.3342,1,-0.113333
50.4347,1,-0.0933333
50.495,1.5,-0.0708333
50.5955,1.5,-0.0483333
50.6488,2,-0.0233333
50.7493,2,0
50.8496,2,0
50.95,2,0
51.0513,2.5,0
51.1026,3,0
51.203,3,0
51.2621,3.5,0
51.3625,3.5,0
51.4629,3.5,0
51.5633,3.5,0
51.6638,3.5,0
51.7642,3.5,0
51.8646,3.5,0
51.965,3.5,0
52.0654,3.5,0
52.1658,3.5,0
52.2662,3.5,0
52.3665,3.5,0
52.4669,3.5,0
52.5673,3.5,0
52.6676,3.5,0
52.768,3.5,0
52.8684,3.5,0
52.9688,3.5,0
53.0547,3.5,-0.0727273
53.1552,3.5,-0.0402273
53.2556,3.5,-0.00772727
53.356,3.5,0
53.4564,3.5,0
53.5568,3.5,0
53.6554,3.5,0.0727273
53.7558,3.5,0.0402273
53.8562,3.5,0.00772727
53.9565,3.5,0
54.057,3.5,0
54.1572,3.5,0
54.2577,3.5,0
54.3602,3.5,0.0402273
54.4607,3.5,0.00772727
54.5324,3.5,0.0804545
54.6329,3.5,0.0479545
54.7334,3.5,0.0154545
54.8339,3.5,0
54.9201,3.5,0.0727273
55.0205,3.5,0.0402273
55.1123,3.5,0.112955
55.2127,3.5,0.0804545
55.275,3.5,0.153182
55.3754,3.5,0.120682
55.461,3.5,0.193409
55.5614,3.5,0.160909
55.6618,3.5,0.128409
55.7622,3.5,0.0959091
55.8626,3.5,0.0634091
55.963,3.5,0.0309091
55.9907,3.5,-0.0418182
56.0912,3.5,-0.00931818
56.1916,3.5,0
56.2577,3.5,-0.0727273
56.3582,3.5,-0.0402273
56.4585,3.5,-0.00772727
56.5588,3.5,0
56.6593,3.5,0
56.7596,3.5,0
56.8166,3.5,0.0727273
56.917,3.5,0.0402273
57.0174,3.5,0.00772727
57.1178,3.5,0
57.2182,3.5,0
57.3186,3.5,0
57.419,3.5,0
57.5194,3.5,0
57.6118,3.5,-0.0727273
57.7122,3.5,-0.0402273
57.8127,3.5,-0.00772727
57.9129,3.5,0
58.0134,3.5,0
58.0914,3.5,0
58.192,3.5,0
58.2924,3.5,0
58.3406,3.5,0.0727273
58.4412,3.5,0.0402273
58.5416,3.5,0.00772727
58.642,3.5,0
58.7425,3.5,0
58.843,3.5,0
58.9434,3.5,0
59.0438,3.5,0
59.1442,3.5,0
59.2447,3.5,0
59.3452,3.5,0
59.3749,4,0
59.4753,4,0
59.5757,4,0
59.6391,4,-0.0666667
59.7395,4,-0.0316667
59.8399,4,0
59.9404,4,0
60.0408,4,0
60.1303,4,0.0666667
60.2307,4,0.0316667
60.3311,4,0
60.4314,4,0
60.5318,4,0
60.6323,4,0
60.7327,4,0
60.7896,4,-0.0666667
60.89,4,-0.0316667
60.9903,4,0
61.0908,4,0
61.1912,4,0
61.2917,4,0
61.3921,4,0
61.4925,4,0
61.5929,4,0
61.6933,4,0
61.7938,4,0
61.8942,4,0
61.9946,4,0
62.095,4,0
62.1955,4,0
62.296,4,0
62.3963,4,0
62.4967,4,0
62.5971,4,0
62.6975,4,0
62.7979,4,0
62.8984,4,0
62.9987,4,0
63.0992,4,0
63.1996,4,0
63.3004,4,0
63.3987,4.5,0
63.499,4.5,0
63.5994,4.5,0
63.6998,4.5,0
63.8002,4.5,0
63.9006,4.5,0
64.001,4.5,0
64.1014,4.5,0
64.2018,4.5,0
64.3022,4.5,0
64.4027,4.5,0
64.5031,4.5,0
64.6036,4.5,0
64.704,4.5,0
64.8045,4.5,0
64.905,4.5,0
65.0054,4.5,0
65.1057,4.5,0
65.2062,4.5,0
65.3066,4.5,0
65.407,4.5,0
65.5073,4.5,0
65.6104,4.5,0.0240385
65.7108,4.5,0
65.8113,4.5,0
65.9119,4.5,0.0240385
66.0124,4.5,0
66.0624,4,0
66.1628,4,0
66.2632,4,0
66.3812,4,0.0316667
66.4253,4,0.0983333
66.5257,4,0.0633333
66.6429,3.5,0
66.7031,3.5,0.0727273
66.8036,3.5,0.0402273
66.904,3.5,0.00772727
67.0044,3.5,0
67.088,3.5,0.0727273
67.1885,3.5,0.0402273
67.2889,3.5,0.00772727
67.3893,3.5,0
67.4476,3.5,0.0727273
67.5481,3.5,0.0402273
67.6485,3.5,0.00772727
67.749,3.5,0
67.7868,3.5,0.0727273
67.8872,3.5,0.0402273
67.9877,3.5,0.00772727
68.0882,3.5,0
68.1886,3.5,0
68.289,3.5,0
68.3894,3.5,0
68.4899,3.5,0
68.5903,3.5,0
68.6907,3.5,0
68.7598,3.5,-0.0727273
68.8603,3.5,-0.0402273
68.9607,3.5,-0.00772727
69.0611,3.5,0
69.1616,3.5,0
69.262,3.5,0
69.3625,3.5,0
69.4226,3.5,-0.0727273
69.523,3.5,-0.0402273
69.6233,3.5,-0.00772727
69.7237,3.5,0
69.8241,3.5,0
69.864,3.5,-0.0727273
69.9644,3.5,-0.0402273
70.0525,3.5,-0.112955
70.1529,3.5,-0.0804545
70.2533,3.5,-0.0479545
70.2887,3.5,-0.120682
70.3891,3.5,-0.0881818
70.4795,3.5,-0.160909
70.5799,3.5,-0.128409
70.6804,3.5,-0.0959091
70.7501,3.5,-0.0231818
70.8506,3.5,0
70.9511,3.5,0
71.0516,3.5,0
71.152,3.5,0
71.2523,3.5,0
71.3527,3.5,0
71.4359,3.5,-0.0727273
71.5368,3.5,-0.0402273
71.6028,3.5,-0.112955
71.7033,3.5,-0.0804545
71.7584,3.5,-0.153182
71.8589,3.5,-0.120682
71.9593,3.5,-0.0881818
72.0598,3.5,-0.0556818
72.1601,3.5,-0.0231818
72.2606,3.5,0
72.3439,3.5,-0.0727273
72.4443,3.5,-0.0402273
72.5447,3.5,-0.00772727
72.6451,3.5,0
72.7456,3.5,0
72.846,3.5,0
72.9464,3.5,0
73.0468,3.5,0
73.1473,3.5,0
73.2477,3.5,0
73.268,3.5,-0.0727273
73.3684,3.5,-0.0402273
73.4688,3.5,-0.00772727
73.5694,3.5,0
73.6698,3.5,0
73.7177,3.5,-0.0727273
73.8182,3.5,-0.0402273
73.9186,3.5,-0.00772727
74.0191,3.5,0
74.1197,3.5,0
74.2365,3.5,0.0402273
74.337,3.5,0.00772727
74.4374,3.5,0
74.5377,3.5,0
74.6381,3.5,0
74.7385,3.5,0
74.839,3.5,0
74.9394,3.5,0
75.0398,3.5,0
75.1401,3.5,0
75.2405,3.5,0
75.3408,3.5,0
75.4412,3.5,0
75.5416,3.5,0
75.642,3.5,0
75.7423,3.5,0
75.8432,3.5,0
75.9448,3.5,0
76.0451,3.5,0
76.1455,3.5,0
76.2324,3.5,-0.0727273
76.3329,3.5,-0.0402273
76.4332,3.5,-0.00772727
76.5336,3.5,0
76.5758,3.5,-0.0727273
76.6763,3.5,-0.0402273
76.7658,3.5,-0.112955
76.8667,3.5,-0.0804545
76.9119,3.5,-0.153182
77.0123,3.5,-0.120682
77.1128,3.5,-0.0881818
77.2167,3.5,-0.128409
77.2525,3.5,-0.201136
77.3529,3.5,-0.168636
77.4533,3.5,-0.136136
77.4809,3.5,-0.0634091
77.5813,3.5,-0.0309091
77.6817,3.5,0
77.7824,3.5,0
77.8681,3.5,0.0727273
77.9685,3.5,0.0402273
78.069,3.5,0.00772727
78.1695,3.5,0
78.2699,3.5,0
78.3184,3.5,-0.0727273
78.419,3.5,-0.0402273
78.4623,3.5,-0.112955
78.5626,3.5,-0.0804545
78.6387,3.5,-0.153182
78.7392,3.5,-0.120682
78.8396,3.5,-0.0881818
78.94,3.5,-0.0556818
79.0405,3.5,-0.0231818
79.141,3.5,0
79.256,3.5,-0.0402273
79.3187,3.5,-0.112955
79.4191,3.5,-0.0804545
79.5196,3.5,-0.0479545
79.62,3.5,-0.0154545
79.7205,3.5,0
79.7765,4,0
79.8772,4,0
79.9777,4,0
80.078,4,0
80.1784,4,0
80.2207,4,0.0666667
80.3212,4,0.0316667
80.4216,4,0
80.5219,4,0
80.6223,4,0
80.7227,4,0
80.7743,4,-0.0666667
80.8748,4,-0.0316667
80.9752,4,0
81.0756,4,0
81.176,4,0
81.2764,4,0
81.3769,4,0
81.4773,4,0
81.5778,4,0
81.6783,4,0
81.7787,4,0
81.8792,4,0
81.9796,4,0
82.08,4,0
82.1805,4,0
82.2809,4,0
82.3813,4,0
82.4817,4,0
82.582,4,0
82.6785,4,0.0666667
82.7789,4,0.0316667
82.8794,4,0
82.98,4,0
83.0804,4,0
83.1808,4,0
83.2812,4,0
83.3829,4,0.0316667
83.4833,4,0
83.5837,4,0
83.6809,4,0.0666667
83.7813,4,0.0316667
83.8816,4,0
83.9165,4,0.0666667
84.017,4,0.0316667
84.1174,4,0
84.2179,4,0
84.3182,4,0
84.4186,4,0
84.519,4,0
84.6193,4,0
84.7198,4,0
84.8201,4,0
84.9311,4,0.0316667
85.0314,4,0
85.1319,4,0
85.2323,4,0
85.3392,4,0.0316667
85.4397,4,0
85.4626,4,0.0666667
85.5631,4,0.0316667
85.6504,4,0.0983333
85.6727,3.5,0.0658333
85.7737,3.5,0.0333333
85.8741,3.5,0.000833333
85.9215,3.5,0.0735606
86.0219,3.5,0.0410606
86.1224,3.5,0.00856061
86.2228,3.5,0
86.2875,3.5,0.0727273
86.388,3.5,0.0402273
86.4885,3.5,0.00772727
86.5889,3.5,0
86.6893,3.5,0
86.7898,3.5,0
86.8308,4,0
86.9314,4,0
87.032,4,0
87.1325,4,0
87.2329,4,0
87.3333,4,0
87.4091,4,0.0666667
87.5095,4,0.0316667
87.6099,4,0
87.6561,3.5,0
87.7565,3.5,0
87.857,3.5,0
87.9574,3.5,0
88.0578,3.5,0
88.1429,3,0
88.2433,3,0
88.3093,3,0.08
88.4097,3,0.05
88.4604,3,0.13
88.5609,3,0.1
88.5897,3,0.18
88.6903,3,0.15
88.7239,3,0.23
88.8242,3,0.2
88.9366,3,0.22
89.044,3,0.22
89.1414,3,0.25
89.2418,3,0.22
89.3603,3,0.22
89.403,3,0.14
89.5034,3,0.11
89.604,3,0.08
89.7044,3,0.05
89.805,3,0.02
89.9054,3,0
90.0059,3,0
90.1063,3,0
90.2067,3,0
90.3071,3,0
90.3649,3.5,0
90.4654,3.5,0
90.5291,4,0
90.6295,4,0
90.6949,4.5,0
90.7954,4.5,0
90.8959,4.5,0
90.9963,4.5,0
91.0966,4.5,0
91.197,4.5,0
91.2974,4.5,0
91.3978,4.5,0
91.4983,4.5,0
91.5987,4.5,0
91.6992,4.5,0
91.7988,4.5,0.0615385
91.8992,4.5,0.0240385
91.9996,4.5,0
92.1001,4.5,0
92.2005,4.5,0
92.2895,5,0
92.3899,5,0
92.4677,5.5,0
92.568,5.5,0
92.6684,5.5,0
92.7689,5.5,0
92.7959,5.5,-0.0533333
92.8963,5.5,-0.0108333
92.9967,5.5,0
93.0971,5.5,0
93.1975,5.5,0
93.2979,5.5,0
93.3983,5.5,0
93.4563,6,0
93.5567,6,0
93.657,6,0
93.7573,6,0
93.8577,6,0
93.9374,6,-0.05
94.0378,6,-0.005
94.1383,6,0
94.2387,6,0
94.3301,6,-0.05
94.4305,6,-0.005
94.531,6,0
94.6313,6,0
94.7317,6,0
94.8321,6,0
94.9328,6,0
95.0333,6,0
95.1337,6,0
95.234,6,0
95.3346,6,0
95.435,6,0
95.5354,6,0
95.6358,6,0
95.7362,6,0
95.8366,6,0
95.937,6,0
96.0375,6,0
96.1379,6,0
96.171,6,0.05
96.2715,6,0.005
96.372,6,0
96.4725,6,0
96.5729,6,0
96.6733,6,0
96.7526,6,-0.05
96.853,6,-0.005
96.9534,6,0
97.0538,6,0
97.1542,6,0
97.2545,6,0
97.3549,6,0
97.4553,6,0
97.5558,6,0
97.6561,6,0
97.7566,6,0
97.8569,6,0
97.9573,6,0
98.0576,6,0
98.1582,6,0
98.2385,6,0.05
98.3389,6,0.005
98.4393,6,0
98.5399,6,0
98.6415,6,0
98.7419,6,0
98.8422,6,0
98.9427,6,0
98.9639,6,0.05
99.0643,6,0.005
99.1648,6,0
99.2653,6,0
99.3657,6,0
99.4662,6,0
99.5666,6,0
99.667,6,0
99.7675,6,0
99.868,6,0
99.9684,6,0
100.009,0,0
100.11,0,0
100.21,0,0
100.311,0,0
100.411,0,0
100.511,0,0
100.612,0,0
100.712,0,0
100.813,0,0
100.913,0,0
101.014,0,0
101.114,0,0
101.214,0,0
101.315,0,0
101.415,0,0
101.515,0,0
101.616,0,0
101.716,0,0
101.817,0,0
101.917,0,0
102.018,0,0
102.118,0,0
102.219,0,0
102.319,0,0
102.42,0,0
102.52,0,0
102.62,0,0
102.721,0,0
102.822,0,0
102.922,0,0
103.022,0,0
103.123,0,0
103.223,0,0
103.324,0,0
103.424,0,0
103.524,0,0
103.625,0,0
103.725,0,0
103.826,0,0
103.926,0,0
104.027,0,0
104.127,0,0
104.228,0,0
